Column1;_8;_9
合唱団[がっしょうだん];合唱団員は、みんなで手を繋いで歌っています。;Les membres de la chorale chantent tous main dans la main.
待合[まちあい];合図をしたら、待合でスクワットを始めてください。;Commencez à vous accroupir au lieu de rendez-vous à mon signal.
発表[はっぴょう];合格[ごうかく] 者[しゃ]が 発表[はっぴょう]された。;Ils ont annoncé les noms de ceux qui ont passé (le test).
出身者[しゅっしんしゃ];合格者[ごうかくしゃ]の 過半数[かはんすう]は 大学[だいがく] 出身者[しゅっしんしゃ]であった。;La majorité des candidats retenus étaient des diplômés universitaires.
唯一[ゆいいつ];吉田君は、会社で唯一の18歳だ。;Yoshida est le seul jeune de 18 ans dans l'entreprise.
携わる[たずさわる];同僚の評価に携わるのは嫌だったが、選択の余地はなかった。;Je ne voulais pas participer à une évaluation de mes collègues, mais je n'avais pas le choix.
同音異義語[どうおんいぎご];同音異義語に関するYoutubeビデオを作ったので、よかったら見てみてください。;J'ai fait une vidéo youtube sur les homonymes, alors jetez-y un coup d'œil.
任意[にんい];名前と住所は法律で答えなくてはいけないと決まっているものですか？それとも任意ですか？;Dois-je légalement vous communiquer mon nom et mon adresse, ou est-ce facultatif ?
吐き気[はきけ];吐き気[はきけ]がするので、 何[なに]も 食[た]べられない。;Je me sens nauséeux, donc je ne peux rien manger.
契機[けいき];吐血したのを契機に、煙草を止めました。;Cracher du sang était l'occasion pour moi d'arrêter de fumer.
相応しい[ふさわしい];君[きみ]にふさわしいはずはないのだから。;Il ne pouvait pas te convenir.
日常生活[にちじょうせいかつ];君[きみ]の 日常生活[にちじょうせいかつ]について 話[はな]してください。;Parlez-moi de votre vie quotidienne.
乱雑[らんざつ];君[きみ]の 部屋[へや]は 乱雑[らんざつ]だね。;Votre chambre est en désordre.
方向音痴[ほうこうおんち];君[きみ]は 方向音痴[ほうこうおんち]だ。;Vous n'avez aucun sens de l'orientation.
大麻[たいま];君が失業したのは本当に気の毒に思うけど、でも一体どうして大麻なんて庭で育てていたんだい？;Je pense que c'est vraiment dommage que tu sois au chômage, mais pourquoi diable faisais-tu pousser du cannabis dans notre jardin ?
承知[しょうち];君の事情は承知している。;Je suis conscient de votre situation.
措辞[そじ];君の詩の措辞が素晴らしいことに感動しました。;J'ai été impressionné que la formulation de votre poème soit si belle.
憤慨[ふんがい];君の身勝手な言動に憤慨しているんだよ。;Je n'aimais pas vos actions égoïstes.
肺がん[はいがん];君の辛さはすごく分かるよ。僕も肺がんなんだ。;Je comprends vraiment ce que vous vivez car j'ai aussi un cancer du poumon.
擁護[ようご];君はどうして彼を擁護するような発言をしたんだい。;Pourquoi avez-vous pris la parole pour le protéger ?
胴体[どうたい];君は今までみた中で一番胴体が長いよ。;Tu as le torse le plus long que j'aie jamais vu.
従って[したがって];君は自分の主義に従って行動すべきである。;Vous devriez agir selon vos propres principes.
吸い殻[すいがら];吸い殻が二本たまったら、すぐに灰皿を交換してください。;Si deux mégots s'accumulent, veuillez vider immédiatement le cendrier.
吾輩[わがはい];吾輩が貴殿に久しく手紙を書いていなかったことをどうかお許しください。;Veuillez m'excuser de ne pas vous avoir écrit depuis si longtemps.
咳[せき];咳[せき]が 止[と]まらないので 病院[びょういん]に 行[い]ってきたの。;Je suis allé à l'hôpital parce que ma toux ne s'arrêtait pas.
哀悼[あいとう];哀悼の意を表して、黙祷しました。;J'ai exprimé mes condoléances et j'ai prié en silence.
品詞[ひんし];品詞にはどんなものがあるか教えてください。;S'il vous plaît, dites-moi quels types de choses nous avons pour les parties de vitesse
哺乳瓶[ほにゅうびん];哺乳瓶を熱湯消毒しています。;Vous désinfectez le biberon dans de l'eau bouillante.
湿らせる[しめらせる];唇を舐めて湿らせることは、結局その後乾燥させてしまうことになりうるので、あまりいいことではありません。;Se lécher les lèvres pour les humidifier n'est pas bon car cela peut les assécher à la place.
繁昌[はんじょう];商売が繁昌するように、神社でお祈りをしてきました。;Je suis allé prier dans un sanctuaire shinto pour que l'entreprise prospère.
善悪[ぜんあく];善悪を見きわめることって、大人でもむずかしいですよね。;La distinction entre le bien et le mal est difficile, même pour les adultes.
善[ぜん];善悪を見極めることは難しい。;Il est difficile de discerner le bien du mal.
従う[したがう];善良[ぜんりょう]な 市民[しみん]は 法律[ほうりつ]に 従[したが]う。;Un bon citoyen obéit aux lois.
乾く[かわく];喉[のど]が 渇[かわ]きました。;J'ai soif.
喉頭[こうとう];喉頭は、喉ぼとけの一部です。;Le larynx fait partie de la pomme d'Adam.
隆起[りゅうき];喉頭隆起は、その近くにある骨の形が仏様に似ていることから、喉仏としても知られています。;La pomme d'Adam est également connue sous le nom de Bouddha de la gorge car la forme de l'os ressemble à celle de Bouddha.
喫茶店[きっさてん];喫茶店[きっさてん]でコーヒーを 飲[の]んだ。;J'ai bu du café au café.
営業マン[えいぎょうマン];営業[えいぎょう]マンだって、リストラ 予備軍[よびぐん]に 配属[はいぞく]されないように 必死[ひっし]な 訳[わけ]です。;Après tout, même les vendeurs sont désespérés d'éviter d'être ciblés pour réduire les effectifs.
営業中[えいぎょうちゅう];営業中に電話しないでって言ったじゃない。;Je t'ai demandé de ne pas m'appeler quand la boutique est ouverte.
嘘つき[うそつき];嘘[うそ]つきは 泥棒[どろぼう]の 始[はじ]まりよ。;Celui qui ment, volera.
嘘[うそ];嘘[うそ]をついてはいけません。;Ne mens pas.
噴煙[ふんえん];噴煙を上げる桜島の写真を撮りました。;J'ai pris une photo de la fumée volcanique qui s'élève au-dessus de Sakurajima.
誇大[こだい];四人に一人が広告は誇張されていると思っていることは知っていますが、私は全部が全部誇大広告ではないと思うんです。;Je sais qu'une personne sur quatre pense que la publicité est exagérée, mais je ne pense pas que toutes les publicités soient exagérées.
四十二階[よんじゅうにかい];四十二階まで競争よ！;Fonçons jusqu'au quarante-deuxième étage !
苗[なえ];四月に苗を植えました。;J'ai planté des semis en avril.
克服[こくふく];困難を克服して成功を収めた;réussi en surmontant les difficultés
図表[ずひょう];図表[ずひょう]２を 見[み]ると、これらの 貿易[ぼうえき]サイクルのいくつかは 非常[ひじょう]に 短期[たんき]のものであることが 判明[はんめい]する。;Un coup d'œil sur le graphique 2 révélera que certains de ces cycles commerciaux sont de très courte durée.
図説[ずせつ];図説付きの参考書をさがしています。;Je cherche un manuel avec des illustrations.
解消[かいしょう];国[くに]と 国[くに]のトラブルを 解消[かいしょう]するのは 難[むずか]しい。;Il est difficile de résoudre les problèmes entre les pays.
伝統[でんとう];国によって、いろいろな伝統があります。;Différents pays ont des traditions différentes.
移住者[いじゅうしゃ];国外移住者になるのは容易なことではない。;Ce n'est pas facile d'être un immigrant international.
国連[こくれん];国連[こくれん]の 本部[ほんぶ]はニューヨークにあります。;Le siège de l'ONU est à New York.
遊戯[ゆうぎ];園児たちが音楽にあわせて遊戯をしています。;Les maternelles jouaient sur la musique.
土壌[どじょう];土壌が悪い時は育てられない。;On ne peut pas faire pousser un arbre dans une mauvaise terre.
泊まり[とまり];土曜日[どようび]に、 泊[と]まりで 温泉[おんせん]に 行[い]った。;Je suis allé et j'ai séjourné dans une station thermale samedi.
土曜日[どようび];土曜日[どようび]の 夜[よる]はクラブに 行[い]きます。;Je vais en club le samedi soir.
圧迫[あっぱく];圧迫に耐えないので、宇宙飛行士になる夢を諦めた。;J'ai abandonné mon rêve de devenir astronaute parce que je ne pouvais pas supporter la pression.
在外[ざいがい];在外し産はどのようにかん理していますか？;Comment gérez-vous vos avoirs à l'étranger ?
在日[ざいにち];在日[ざいにち] 外国[がいこく] 人[じん]の 数[かず]は 増[ふ]え 続[つづ]けています;Le nombre de résidents étrangers au Japon augmente.
坑道[こうどう];地下20mのところに坑道が掘られています。;Ils creusent un tunnel quelque part à 20 miles sous terre.
備蓄[びちく];地下室に一年分のトイレットペーパーの備蓄をしてるんです。;Nous avons un approvisionnement d'un an en papier hygiénique stocké dans notre sous-sol.
湧水[ゆうすい];地下水が地表に自然に出てきたものを、湧水といいます。;L'eau souterraine qui remonte naturellement à la surface s'appelle une source.
観光客[かんこうきゃく];地元[じもと]の 店[みせ]は 観光客[かんこうきゃく] 相手[あいて]に 順調[じゅんちょう]な 商売[しょうばい]をしている。;Les commerces locaux font de bonnes affaires avec les touristes.
